headline,url,publisher,date,stock
BOE FX group options discussions shows manipulation concerns via ForexLive,https://www.benzinga.com/markets/futures/14/03/4366057/boe-fx-group-options-discussions-shows-manipulation-concerns-via-forex,Forex Live,2014-03-05 00:00:00,FXB
Regional Banks Breaking Out,https://www.benzinga.com/general/80245/regional-banks-breaking-out,Swing Trader,2010-01-07 00:00:00,FITB
Deere Shares Tick Higher As USDA Issues Monthly Crop Report,https://www.benzinga.com/news/18/07/12013039/deere-shares-tick-higher-as-usda-issues-monthly-crop-report,Benzinga Newsdesk,2018-07-12 00:00:00,DE
"Earnings Scheduled For October 24, 2018",https://www.benzinga.com/news/earnings/18/10/12554774/earnings-scheduled-for-october-24-2018,Lisa Levin,2018-10-24 00:00:00,PLXS
"Interactive Brokers GroUp, Inc. Reports Q1 EPS of $0.34 vs $0.30 Est; Revenue of $369.20M vs $321.95M Est",https://www.benzinga.com/news/earnings/14/04/4472976/interactive-brokers-group-inc-reports-q1-eps-of-0-34-vs-0-30-est-revenue,Paul Quintaro,2014-04-15 00:00:00,IBKR
63 Biggest Movers From Yesterday,https://www.benzinga.com/news/19/11/14855313/63-biggest-movers-from-yesterday,Lisa Levin,2019-11-21 00:00:00,ACST
"Shares of OmniVision Resume Trade, Now Up 10%",https://www.benzinga.com/movers/14/08/4781019/shares-of-omnivision-resume-trade-now-up-10,Paul Quintaro,2014-08-14 00:00:00,OVTI
Occidental Petroleum shares are trading higher after Berkshire Hathaway issued a 13F filing showing a new 7.5 million share stake in the company.,https://www.benzinga.com/wiim/19/11/14820469/occidental-petroleum-shares-are-trading-higher-after-berkshire-hathaway-issued-a-13f-filing-showing,Benzinga Newsdesk,2019-11-15 00:00:00,OXY
"Benzinga's Top Upgrades, Downgrades For March 1, 2018",https://www.benzinga.com/analyst-ratings/upgrades/18/03/11287144/benzingas-top-upgrades-downgrades-for-march-1-2018,Lisa Levin,2018-03-01 00:00:00,EXLS
US Stock Futures Up Ahead Of Morgan Stanley Earnings,https://www.benzinga.com/news/12/07/2757102/us-stock-futures-up-ahead-of-morgan-stanley-earnings,Monica Gerson,2012-07-19 00:00:00,EBAY
Diana Containerships Reports Direct Continuation of Time Charter Deal for m/v Pucon,https://www.benzinga.com/news/15/07/5656985/diana-containerships-reports-direct-continuation-of-time-charter-deal-for-mv-puco,Paul Quintaro,2015-07-08 00:00:00,DCIX
Benzinga's Top Upgrades,https://www.benzinga.com/analyst-ratings/upgrades/14/08/4774180/benzingas-top-upgrades,Lisa Levin,2014-08-12 00:00:00,BWLD
UPDATE: B. Riley & Co. Upgrades Groupon,https://www.benzinga.com/analyst-ratings/analyst-color/14/07/4687358/update-b-riley-co-upgrades-groupon,Eric Niederer,2014-07-08 00:00:00,GRPN
12 Stocks Getting Crushed By Bitcoin's Rout,https://www.benzinga.com/fintech/17/12/10951900/12-stocks-getting-crushed-by-bitcoins-rout,Wayne Duggan,2017-12-22 00:00:00,NETE
Nine Dividend Payers Up More Than 20% in 90 Days,https://www.benzinga.com/trading-ideas/long-ideas/11/09/1937601/nine-dividend-payers-up-more-than-20-in-90-days,Nelson Hem,2011-09-22 00:00:00,HMY
"Bank of America Initiates Coverage On Big Lots with Buy Rating, Announces $56 Price Target",https://www.benzinga.com/news/18/11/12630533/bank-of-america-initiates-coverage-on-big-lots-with-buy-rating-announces-56-pric,Vick Meyer,2018-11-05 00:00:00,BIG
Brookfield Residential Property Services Announces Acquisition of Prudential Real Estate and Relocation Services,https://www.benzinga.com/news/11/12/2181616/brookfield-residential-property-services-announces-acquisition-of-prudential-real,Matthew Kennedy,2011-12-06 00:00:00,BAM
"Benzinga's M&A Chatter for Wednesday July 23, 2014",https://www.benzinga.com/news/14/07/4725282/benzingas-m-a-chatter-for-wednesday-july-23-2014,Charles Gross,2014-07-23 00:00:00,ARIA
"Benzinga's Top Upgrades (BLL, CRNT, ARG, AA)",https://www.benzinga.com/analyst-ratings/upgrades/11/01/745668/benzingas-top-upgrades-bll-crnt-arg-aa,Lisa Levin,2011-01-03 00:00:00,AA
UPDATE: Deutsche Bank Raises PT on FedEx on 2014 Transport Outlook,https://www.benzinga.com/analyst-ratings/analyst-color/13/12/4157980/update-deutsche-bank-raises-pt-on-fedex-on-2014-transpor,Dwight Einhorn,2013-12-16 00:00:00,FDX
"CallidusCloud Announces CFO Ron Fior Leaving, Scott Baumgartner Will Assume Role",https://www.benzinga.com/news/13/03/3416058/calliduscloud-announces-cfo-ron-fior-leaving-scott-baumgartner-will-assume-role,Paul Quintaro,2013-03-14 00:00:00,CALD
Principal Recommends Shareholders Reject Fourth Round of Mini-Tender Offer by Baker Mills To Purchase 110K Shares At $44/Share,https://www.benzinga.com/general/hedge-funds/18/07/12076217/principal-recommends-shareholders-reject-fourth-round-of-mini-ten,Benzinga_Newsdesk,2018-07-25 00:00:00,PFG
Top 10 Reasons We're Excited For David Letterman's Return On Netflix,https://www.benzinga.com/opinion/17/08/9903942/top-10-reasons-were-excited-for-david-lettermans-return-on-netflix,Jason Shubnell,2017-08-09 00:00:00,NFLX
RBA meeting isn't far off … here's what analysts are tipping via ForexLive,https://www.benzinga.com/markets/futures/15/01/5156367/rba-meeting-isnt-far-off-heres-what-analysts-are-tipping-via-forexlive,Forex Live,2015-01-18 00:00:00,FXA
Isis Reports Phase 2 Data on ISIS-APOCIII Rx Showing Significant Reductions of ApoC-III and Triglycerides in Patients With High Triglycerides Taking Fibrates,https://www.benzinga.com/news/13/07/3769994/isis-reports-phase-2-data-on-isis-apociii-rx-showing-significant-reductions-of-ap,James Hunt,2013-07-22 00:00:00,ISIS
Mid-Day Market Update: Dow Rises Over 250 Points; Palo Alto Shares Plunge,https://www.benzinga.com/news/earnings/17/03/9114759/mid-day-market-update-dow-rises-over-250-points-palo-alto-shares-plunge,Lisa Levin,2017-03-01 00:00:00,FE
Capital IQ On Sovereign and Sector Credit Defaults,https://www.benzinga.com/analyst-ratings/analyst-color/14/05/4554087/capital-iq-on-sovereign-and-sector-credit-defaults,Garrett Cook,2014-05-14 00:00:00,GME
"Stocks Which Set New 52-Week Low Yesterday, August 16th",https://www.benzinga.com/trading-ideas/technicals/18/08/12224608/stocks-which-set-new-52-week-low-yesterday-august-16th,Benzinga Newsdesk,2018-08-17 00:00:00,AEM
24 Industrials Stocks Moving In Thursday's After-Market Session,https://www.benzinga.com/news/19/08/14189453/24-industrials-stocks-moving-in-thursdays-after-market-session,Lisa Levin,2019-08-02 00:00:00,LTM
QIAGEN Launches FFPE And Liquid Biopsy PIK3CA Diagnostics In Europe To Enhance Precision Medicine In Advanced Breast Cancer,https://www.benzinga.com/general/biotech/20/02/15240788/qiagen-launches-ffpe-and-liquid-biopsy-pik3ca-diagnostics-in-europe-to-enhance-precision-medicine,Benzinga Newsdesk,2020-02-03 00:00:00,QGEN
Stocks That Hit 52-Week Lows On Tuesday,https://www.benzinga.com/news/19/12/14921648/stocks-that-hit-52-week-lows-on-tuesday,Lisa Levin,2019-12-03 00:00:00,LORL
"Company News for May 25, 2010 - Corporate Summary",https://www.benzinga.com/10/05/298798/company-news-for-may-25-2010-corporate-summary,Zacks,2010-05-25 00:00:00,DB
61 Biggest Movers From Friday,https://www.benzinga.com/news/18/08/12189898/61-biggest-movers-from-friday,Lisa Levin,2018-08-13 00:00:00,CORT
Cherokee Sees FY19 Sales $25M-$27M vs $28.93M Est.,https://www.benzinga.com/news/18/06/11882719/cherokee-sees-fy19-sales-25m-27m-vs-28-93m-est,Benzinga Newsdesk,2018-06-14 00:00:00,CHKE
"JP Morgan Initiates Coverage on Illinois Tool Works Inc. at Neutral, Announces $86.00 PT",https://www.benzinga.com/news/14/05/4549707/jp-morgan-initiates-coverage-on-illinois-tool-works-inc-at-neutral-announces-86-0,Paul Quintaro,2014-05-13 00:00:00,ITW
"The Top 10 Financial Tweets For Tuesday, August 20",https://www.benzinga.com/markets/emerging-markets/13/08/3851772/the-top-10-financial-tweets-for-tuesday-august-20,Victoria Novikova,2013-08-20 00:00:00,HD
"Needham Initiates Coverage On NeoGenomics with Buy Rating, Announces $14 Price Target",https://www.benzinga.com/news/19/01/12924911/needham-initiates-coverage-on-neogenomics-with-buy-rating-announces-14-price-tar,Vick Meyer,2019-01-03 00:00:00,NEO
"Diamond Hill Investment Q4 EPS $1.37 Down From $3.43 YoY, Sales $34.446M Down From $37.753M YoY",https://www.benzinga.com/news/earnings/19/02/13224237/diamond-hill-investment-q4-eps-1-37-down-from-3-43-yoy-sales-34-446m-do,Benzinga Newsdesk,2019-02-21 18:16:24-04:00,DHIL
"Lilly Announces Insulin Cost-Saving Options; Lower-Priced Versions Of Humalog Junior KwikPen And Humalog Mix75/25 KwikPen To Have 50% Lower List Price Than Branded Versions, Will Be Available By Mid April",https://www.benzinga.com/general/health-care/20/01/15117761/lilly-announces-insulin-cost-saving-options-lower-priced-versions-of-humalog-junior-kwikpen-a,Benzinga Newsdesk,2020-01-14 00:00:00,LLY
Navios Maritime Acquisition Corporation Reports 3Q Dividend of $0.05 Per Share,https://www.benzinga.com/news/10/11/597301/navios-maritime-acquisition-corporation-reports-3q-dividend-of-0-05-per-share,Benzinga Staff,2010-11-10 00:00:00,NNA
"ICYMI: MoviePass' Unexpected New Partner, Venture Capitalist Makes A Pair Of Calls, Premarket Prep's Bitcoin Special",https://www.benzinga.com/news/17/12/10906546/icymi-moviepass-unexpected-new-partner-venture-capitalist-makes-a-pair-of-calls-,Taylor Cox,2017-12-13 00:00:00,NVDA
Morning Market Movers,https://www.benzinga.com/news/12/12/3197797/morning-market-movers,Lisa Levin,2012-12-24 00:00:00,ATV
15 Basic Materials Stocks Moving In Friday's Pre-Market Session,https://www.benzinga.com/pre-market-outlook/20/03/15496844/15-basic-materials-stocks-moving-in-fridays-pre-market-session,Lisa Levin,2020-03-06 00:00:00,DOW
UPDATE: Jefferies Raises PT to $18 on ARIAD Pharmaceuticals; Regulatory Catalysts,https://www.benzinga.com/analyst-ratings/analyst-color/12/05/2574784/update-jefferies-raises-pt-to-18-on-ariad-pharmaceutical,David Johnson,2012-05-10 00:00:00,ARIA
"Top 4 Small-Cap Stocks In The Apparel Stores Industry With The Highest Revenue (JNY, PSS, ARO, MW)",https://www.benzinga.com/trading-ideas/small-cap/11/05/1069515/top-4-small-cap-stocks-in-the-apparel-stores-industry-with-the,Lisa Levin,2011-05-10 00:00:00,ARO
"Credit Suisse Maintains Neutral on Mohawk Industries, Inc., Raises PT to $137.00",https://www.benzinga.com/news/13/08/3812351/credit-suisse-maintains-neutral-on-mohawk-industries-inc-raises-pt-to-137-00,James Hunt,2013-08-05 00:00:00,MHK
"Benzinga Pro's Top 10 Most-Searched Tickers For Morning of Wednesday, July 17, 2019",https://www.benzinga.com/trading-ideas/19/07/14088392/benzinga-pros-top-10-most-searched-tickers-for-morning-of-wednesday-july-17-2019,Benzinga Newsdesk,2019-07-17 00:00:00,BPTH
Engaged Capital Announces Nominees Have Been Elected to Benchmark Board,https://www.benzinga.com/news/16/05/7966049/engaged-capital-announces-nominees-have-been-elected-to-benchmark-board,Paul Quintaro,2016-05-11 00:00:00,BHE
"Benzinga's Top ETF Decliners, December 1st (TVIX, DRN, BZQ, SQQQ)",https://www.benzinga.com/etfs/sector-etfs/11/12/2169668/benzingas-top-etf-decliners-december-1st-tvix-drn-bzq-sqqq,Craig Jones,2011-12-01 00:00:00,ETF
Why You Should Be Careful With These Cannabis-Infused Beverage Stocks,https://www.benzinga.com/analyst-ratings/analyst-color/18/10/12527963/why-you-should-be-careful-with-these-cannabis-infused-b,Wayne Duggan,2018-10-19 00:00:00,IGC
"Hydrogenics Wins Contract from Doosan Babcock to Provide Electrolyzers, Terms Not Disclosed",https://www.benzinga.com/news/contracts/17/03/9206316/hydrogenics-wins-contract-from-doosan-babcock-to-provide-electrolyzers-,Paul Quintaro,2017-03-23 00:00:00,HYGS
"Mid-Day Market Update: Markets Heading Upwards, MGIC Investment Drops",https://www.benzinga.com/news/earnings/13/04/3483116/mid-day-market-update-markets-heading-upwards-mgic-investment-drops,Jake L'Ecuyer,2013-04-09 00:00:00,KERX
Metabolix Files $100M Mixed Securities Shelf,https://www.benzinga.com/news/14/01/4230741/metabolix-files-100m-mixed-securities-shelf,Paul Quintaro,2014-01-16 00:00:00,MBLX
"Lumber Liquidators Expects Q1 Comps Down 4.4% to up 0.5%, Says Cannot Give Full Year Forecast",https://www.benzinga.com/news/15/03/5320341/lumber-liquidators-expects-q1-comps-down-4-4-to-up-0-5-says-cannot-give-full-year,Paul Quintaro,2015-03-12 00:00:00,LL
Finish Line Sees Q4 Adj. EPS $0.50 to $0.58,https://www.benzinga.com/news/guidance/17/09/10089356/finish-line-sees-q4-adj-eps-0-50-to-0-58,Hal Lindon,2017-09-22 00:00:00,FINL
Buy Rating Reiterated on Digital River,https://www.benzinga.com/analyst-ratings/price-target/10/10/552258/buy-rating-reiterated-on-digital-river,Benzinga Staff,2010-10-26 00:00:00,DRIV
Inogen Withdraws FY20 Guidance,https://www.benzinga.com/news/20/05/15960502/inogen-withdraws-fy20-guidance,Benzinga Newsdesk,2020-05-05 00:00:00,INGN
"Stifel Nicolaus Maintains Buy on Microchip Technology Incorporated, Raises PT to $51.00",https://www.benzinga.com/news/13/08/3804557/stifel-nicolaus-maintains-buy-on-microchip-technology-incorporated-raises-pt-to-5,Juan Lopez,2013-08-01 00:00:00,MCHP
"Credit Suisse Maintains Precision Castparts at Outperform, Raises PT from $191 to $199",https://www.benzinga.com/analyst-ratings/price-target/12/10/3029932/credit-suisse-maintains-precision-castparts-at-outperform,Juan Lopez,2012-10-26 00:00:00,PCP
Sony Rumored To Raise Smartphone Shipments By 55% In 2014,https://www.benzinga.com/news/13/09/3954042/sony-rumored-to-raise-smartphone-shipments-by-55-in-2014,Louis Bedigian,2013-09-30 00:00:00,NOK
"Stocks Which Set New 52-Week Low Yesterday, September 5th",https://www.benzinga.com/trading-ideas/technicals/18/09/12314075/stocks-which-set-new-52-week-low-yesterday-september-5th,Benzinga Newsdesk,2018-09-06 00:00:00,IAG
"Goldman Sachs Downgrades Domino's Pizza Inc to Buy, Raises PT to $60.00",https://www.benzinga.com/news/13/04/3470583/goldman-sachs-downgrades-dominos-pizza-inc-to-buy-raises-pt-to-60-00,Juan Lopez,2013-04-04 00:00:00,DPZ
Cantel Medical Group Reaffirms FY18 Guidance,https://www.benzinga.com/news/18/11/12771452/cantel-medical-group-reaffirms-fy18-guidance,Benzinga Newsdesk,2018-11-29 00:00:00,CMD
Dolby Laboratories Reports Q1 EPS of $0.74 vs $0.57 Est; Revenue of $249.30M vs $246.63M Est,https://www.benzinga.com/news/earnings/13/04/3531197/dolby-laboratories-reports-q1-eps-of-0-74-vs-0-57-est-revenue-of-249-30m,bret.kenwell@benzinga.com,2013-04-25 00:00:00,DLB
Coupons.com Develops Coupons.com App for Apple Watch,https://www.benzinga.com/news/15/04/5393501/coupons-com-develops-coupons-com-app-for-apple-watch,Charles Gross,2015-04-09 00:00:00,COUP
"EdR Q3 EPS $0.26 vs $0.28 Est, Revenue $66.2M vs $62.1M Est",https://www.benzinga.com/news/earnings/16/10/8622475/edr-q3-eps-0-26-vs-0-28-est-revenue-66-2m-vs-62-1m-est,Paul Quintaro,2016-10-31 00:00:00,EDR
Stocks Hitting 52-Week Highs,https://www.benzinga.com/news/16/12/8805497/stocks-hitting-52-week-highs,Lisa Levin,2016-12-14 00:00:00,NSR
Flexion Says Phase 2 Data Evaluating Zilretta Showed Lower Blood Glucose Levels Following Zilretta Injection Compared To TAcs Injeciton,https://www.benzinga.com/news/18/09/12328399/flexion-says-phase-2-data-evaluating-zilretta-showed-lower-blood-glucose-levels-,Benzinga_Newsdesk,2018-09-10 00:00:00,FLXN
Benzinga's Top #PreMarket Gainers,https://www.benzinga.com/news/14/09/4868933/benzingas-top-premarket-gainers,Monica Gerson,2014-09-23 00:00:00,AGN
"ETFs to Watch November 14, 2011",https://www.benzinga.com/news/11/11/2121841/etfs-to-watch-november-14-2011,ETF Professor,2011-11-13 00:00:00,IAU
"Jefferies 2107 London Healthcare Conference Begins Today, Presenters Include: Alkermes, Bristol-Myers, Immunogen, and Eagle Pharmaceuticals",https://www.benzinga.com/general/biotech/17/11/10789758/jefferies-2107-london-healthcare-conference-begins-today-presenters-i,Hal Lindon,2017-11-15 00:00:00,ALKS
"UPDATE: Wedbush's Pachter Tells Benzinga Doesn't See News On Video Game Stocks But Notes 'some think Apex Legends is performing poorly because of lack of commentary from the company. I disagree, think it's doing just fine.'",https://www.benzinga.com/analyst-ratings/analyst-color/19/07/14040156/update-wedbushs-pachter-tells-benzinga-doesnt-see-news-on-video-game-stocks-but-not,Benzinga Newsdesk,2019-07-08 00:00:00,EA
Option Alert: Denbury Resources Shares Moving Higher; Seeing Activity in November 20 Calls; Currently $19.55,https://www.benzinga.com/markets/options/13/11/4052445/option-alert-denbury-resources-shares-moving-higher-seeing-activity-in,Charles Gross,2013-11-05 00:00:00,DNR
"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",https://www.benzinga.com/news/18/12/12860275/stocks-which-set-new-52-week-low-last-trading-session-fri-dec-14-2018,Benzinga Newsdesk,2018-12-17 00:00:00,EZPW
"ETFs to Watch: August 22, 2013 (CSJ, ERY, UUP)",https://www.benzinga.com/trading-ideas/long-ideas/13/08/3856527/etfs-to-watch-august-22-2013-csj-ery-uup,ETF Professor,2013-08-22 06:30:55-04:00,CSJ
PharmaAthene Announces Plan To Realign Operational Resources,https://www.benzinga.com/news/15/03/5310355/pharmaathene-announces-plan-to-realign-operational-resources,Eddie Staley,2015-03-09 00:00:00,PIP
2010 Fund Performance Period 11,https://www.benzinga.com/10/11/603861/2010-fund-performance-period-11,tradermark,2010-11-11 00:00:00,CTXS
Big Lots Sees Q3 Margin Down vs Last Year,https://www.benzinga.com/news/11/08/1882882/big-lots-sees-q3-margin-down-vs-last-year,Matthew Kennedy,2011-08-25 00:00:00,BIG
Q3 A Mixed Bag For Department Store Stocks So Far,https://www.benzinga.com/news/earnings/16/11/8680543/q3-a-mixed-bag-for-department-store-stocks-so-far,Shanthi Rexaline,2016-11-10 00:00:00,M
BOE leaves interest rates and QE unchanged via ForexLive,https://www.benzinga.com/markets/futures/15/02/5213510/boe-leaves-interest-rates-and-qe-unchanged-via-forexlive,Forex Live,2015-02-05 00:00:00,EWU
"The Market In 5 Minutes: Pfizer's Earnings, Gannett Drops Tronc Bid",https://www.benzinga.com/news/16/11/8628748/the-market-in-5-minutes-pfizers-earnings-gannett-drops-tronc-bid,Benzinga News Desk,2016-11-01 00:00:00,BABA
"Benzinga’s Volume Movers (CKEC, SVVS, ARRS, TSTC, IMAX)",https://www.benzinga.com/trading-ideas/long-ideas/165217/benzinga%E2%80%99s-volume-movers-ckec-svvs-arrs-tstc-imax,Monica Gerson,2010-03-09 00:00:00,IMAX
"EPAM Reports Q2 Adj. EPS $0.80 vs $0.81 Est., Sales $349M vs $342M Est.",https://www.benzinga.com/news/earnings/17/08/9870256/epam-reports-q2-adj-eps-0-80-vs-0-81-est-sales-349m-vs-342m-est,Paul Quintaro,2017-08-03 00:00:00,EPAM
